1111|1|23443|16|0.0|0|1|693|1025|3|153.6|16
1111|1|23443|26|0.0|0|1|1109|1025|3|390.26|26
1111|1|23443|10|0.0|0|1|1125|1025|3|96.0|10
1111|1|23443|36|0.0|0|1|1129|1025|3|633.6|36
1111|1|23443|56|0.0|0|1|1146|1025|3|1197.84|56
1111|1|23443|30|0.0|0|1|1150|1025|3|418.8|30
1111|1|23443|19|0.0|0|1|1160|1025|3|358.34|19
1111|1|23443|56|0.0|0|1|1182|1025|3|780.64|56
1111|1|23443|27|0.0|0|1|2233|1025|3|538.38|27
1111|1|23443|8|0.0|0|1|2665|1025|3|128.0|8
1111|1|23443|20|0.0|0|1|3144|1025|3|426.4|20
1111|1|23443|28|0.0|0|1|3631|1025|3|457.8|28
1111|1|23443|7|0.0|0|1|4767|1025|3|103.53|7
1111|1|23443|11|0.0|0|1|31392|1025|3|244.42|11
1111|1|23443|16|0.0|0|1|31690|1025|3|236.64|16
1111|1|23443|56|0.0|0|1|32322|1025|3|472.0|56
1111|1|23443|14|0.0|0|1|32802|1025|3|166.74|14
1111|1|23443|26|0.0|0|1|35727|1025|3|249.6|26
1111|1|23443|8|0.0|0|1|36318|1025|3|98.4|8
1111|1|23443|53|0.0|0|1|46772|1025|3|472.76|53
1111|1|23443|21|0.0|0|1|48077|1025|3|299.46|21
1111|1|28399|4|0.0|0|1|693|1025|3|38.4|4
1111|1|28399|4|0.0|0|1|1109|1025|3|60.04|4
1111|1|28399|5|0.0|0|1|1125|1025|3|48.0|5
1111|1|28399|2|0.0|0|1|1129|1025|3|35.2|2
1111|1|28399|4|0.0|0|1|1146|1025|3|85.56|4
1111|1|28399|4|0.0|0|1|1150|1025|3|55.84|4
1111|1|28399|1|0.0|0|1|3144|1025|3|21.32|1
1111|1|28399|2|0.0|0|1|3631|1025|3|32.7|2
1111|1|28399|6|0.0|0|1|4910|1025|3|53.52|6
1111|1|33215|1|0.0|0|1|73|1025|3|21.32|1
1111|1|33215|4|0.0|0|1|1109|1025|3|60.04|4
1111|1|33215|4|0.0|0|1|1146|1025|3|85.56|4
1111|1|33215|2|0.0|0|1|1160|1025|3|37.72|2
1111|1|33215|44|0.0|0|1|1182|1025|3|613.36|44
1111|1|33215|4|0.0|0|1|2665|1025|3|64.0|4
1111|1|33215|1|0.0|0|1|3144|1025|3|21.32|1
1111|1|33215|4|0.0|0|1|3631|1025|3|65.4|4
1111|1|33215|4|0.0|0|1|32802|1025|3|47.64|4
1111|1|33215|5|0.0|0|1|46772|1025|3|44.6|5
1111|1|73509|1|0.0|0|1|73|1025|3|21.32|1
1111|1|73509|4|0.0|0|1|693|1025|3|38.4|4
1111|1|73509|4|0.0|0|1|1109|1025|3|60.04|4
1111|1|73509|2|0.0|0|1|1129|1025|3|35.2|2
1111|1|73509|3|0.0|0|1|1150|1025|3|41.88|3
1111|1|73509|3|0.0|0|1|1160|1025|3|56.58|3
1111|1|73509|10|0.0|0|1|2233|1025|3|199.4|10
1111|1|73509|3|0.0|0|1|2665|1025|3|48.0|3
1111|1|73509|1|0.0|0|1|3631|1025|3|16.35|1
1111|1|73526|7|0.0|0|1|1109|1025|3|105.07|7
1111|1|73526|5|0.0|0|1|1125|1025|3|48.0|5
1111|1|73526|5|0.0|0|1|1146|1025|3|106.95|5
1111|1|73526|6|0.0|0|1|1150|1025|3|83.76|6
1111|1|73526|2|0.0|0|1|1160|1025|3|37.72|2
1111|1|73526|4|0.0|0|1|2233|1025|3|79.76|4
1111|1|73526|2|0.0|0|1|3144|1025|3|42.64|2
1111|1|73526|2|0.0|0|1|3631|1025|3|32.7|2
1111|1|73526|3|0.0|0|1|32802|1025|3|35.73|3
1111|1|73528|4|0.0|0|1|1129|1025|3|70.4|4
1111|1|73528|12|0.0|0|1|1146|1025|3|256.68|12
1111|1|73528|2|0.0|0|1|1160|1025|3|37.72|2
1111|1|73528|2|0.0|0|1|2233|1025|3|39.88|2
